"gov","minoria","pmdb","psd","psdb","pt","TIPO","pps","pr","prp","resultado"
"Não","Sim","Sim","Não","Não","Não","PDC","Não","Liberado","Liberado",230.339138593192
"Sim","Não","Sim","Não","Não","Não","PDC","Não","Liberado","Liberado",223.818730384116
"Não","Não","Sim","Não","Não","Não","PDC","Não","Liberado","Liberado",213.914009772151
"Sim","Liberado","Sim","Não","Não","Não","PDC","Não","Liberado","Liberado",230.373755226063
"Não","Liberado","Sim","Não","Não","Não","PDC","Não","Liberado","Liberado",222.40392312487
"Sim","Sim","Não","Não","Não","Não","PDC","Não","Liberado","Liberado",195.41816516973
"Não","Sim","Não","Não","Não","Não","PDC","Não","Liberado","Liberado",181.59820750539
"Sim","Não","Não","Não","Não","Não","PDC","Não","Liberado","Liberado",168.544896440195
"Não","Não","Não","Não","Não","Não","PDC","Não","Liberado","Liberado",154.284237087747
"Sim","Liberado","Não","Não","Não","Não","PDC","Não","Liberado","Liberado",180.229015766359
"Não","Liberado","Não","Não","Não","Não","PDC","Não","Liberado","Liberado",166.360401929507
"Sim","Sim","Liberado","Não","Não","Não","PDC","Não","Liberado","Liberado",223.02957942294
"Não","Sim","Liberado","Não","Não","Não","PDC","Não","Liberado","Liberado",211.958402287426
"Sim","Não","Liberado","Não","Não","Não","PDC","Não","Liberado","Liberado",201.63003878848
"Não","Não","Liberado","Não","Não","Não","PDC","Não","Liberado","Liberado",191.929905365626
"Sim","Liberado","Liberado","Não","Não","Não","PDC","Não","Liberado","Liberado",211.593118332671
"Não","Liberado","Liberado","Não","Não","Não","PDC","Não","Liberado","Liberado",204.0519673274
"Sim","Sim","Sim","Liberado","Não","Não","PDC","Não","Liberado","Liberado",249.364523016732
"Não","Sim","Sim","Liberado","Não","Não","PDC","Não","Liberado","Liberado",241.91644525521
"Sim","Não","Sim","Liberado","Não","Não","PDC","Não","Liberado","Liberado",227.280517540937
"Não","Não","Sim","Liberado","Não","Não","PDC","Não","Liberado","Liberado",224.577705490142
"Sim","Liberado","Sim","Liberado","Não","Não","PDC","Não","Liberado","Liberado",231.8274349894
"Não","Liberado","Sim","Liberado","Não","Não","PDC","Não","Liberado","Liberado",231.749230747623
"Sim","Sim","Não","Liberado","Não","Não","PDC","Não","Liberado","Liberado",209.393447158657
"Não","Sim","Não","Liberado","Não","Não","PDC","Não","Liberado","Liberado",201.87524574461
"Sim","Não","Não","Liberado","Não","Não","PDC","Não","Liberado","Liberado",182.396295426627
"Não","Não","Não","Liberado","Não","Não","PDC","Não","Liberado","Liberado",176.185651273155
"Sim","Liberado","Não","Liberado","Não","Não","PDC","Não","Liberado","Liberado",192.976487229437
"Não","Liberado","Não","Liberado","Não","Não","PDC","Não","Liberado","Liberado",188.058312590661
"Sim","Sim","Liberado","Liberado","Não","Não","PDC","Não","Liberado","Liberado",233.232524113213
"Não","Sim","Liberado","Liberado","Não","Não","PDC","Não","Liberado","Liberado",227.432373509883
"Sim","Não","Liberado","Liberado","Não","Não","PDC","Não","Liberado","Liberado",210.392278326253
"Não","Não","Liberado","Liberado","Não","Não","PDC","Não","Liberado","Liberado",207.815780737296
"Sim","Liberado","Liberado","Liberado","Não","Não","PDC","Não","Liberado","Liberado",218.564517143627
"Não","Liberado","Liberado","Liberado","Não","Não","PDC","Não","Liberado","Liberado",218.585754603832
"Sim","Sim","Sim","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",259.061366927446
"Não","Sim","Sim","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",257.558747472503
"Sim","Não","Sim","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",237.476689517787
"Não","Não","Sim","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",240.888416993424
"Sim","Liberado","Sim","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",239.343497021027
"Não","Liberado","Sim","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",245.818594944357
"Sim","Sim","Não","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",222.201666868505
"Não","Sim","Não","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",220.617415608438
"Sim","Não","Não","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",199.228158636275
"Não","Não","Não","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",199.248611332825
"Sim","Liberado","Não","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",206.844741305311
"Não","Liberado","Não","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",208.229059488566
"Sim","Sim","Liberado","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",241.970584534707
"Não","Sim","Liberado","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",241.720149830365
"Sim","Não","Liberado","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",221.570778067662
"Não","Não","Liberado","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",224.613234740402
"Sim","Liberado","Liberado","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",227.59082992118
"Não","Liberado","Liberado","Sim","Liberado","Não","PDC","Não","Liberado","Liberado",233.327227138899
"Sim","Sim","Sim","Não","Liberado","Não","PDC","Não","Liberado","Liberado",243.050398682118
"Não","Sim","Sim","Não","Liberado","Não","PDC","Não","Liberado","Liberado",235.70174265681
"Sim","Não","Sim","Não","Liberado","Não","PDC","Não","Liberado","Liberado",224.341452846002
"Não","Não","Sim","Não","Liberado","Não","PDC","Não","Liberado","Liberado",220.500147169102
"Sim","Liberado","Sim","Não","Liberado","Não","PDC","Não","Liberado","Liberado",229.400988992297
"Não","Liberado","Sim","Não","Liberado","Não","PDC","Não","Liberado","Liberado",227.723171826169
"Sim","Sim","Não","Não","Liberado","Não","PDC","Não","Liberado","Liberado",200.435842875358
"Não","Sim","Não","Não","Liberado","Não","PDC","Não","Liberado","Liberado",193.739110994417
"Sim","Não","Não","Não","Liberado","Não","PDC","Não","Liberado","Liberado",176.243287782187
"Não","Não","Não","Não","Liberado","Não","PDC","Não","Liberado","Liberado",168.803454213137
"Sim","Liberado","Não","Não","Liberado","Não","PDC","Não","Liberado","Liberado",186.492540441684
"Não","Liberado","Não","Não","Liberado","Não","PDC","Não","Liberado","Liberado",179.875342864421
"Sim","Sim","Liberado","Não","Liberado","Não","PDC","Não","Liberado","Liberado",224.281462886144
"Não","Sim","Liberado","Não","Liberado","Não","PDC","Não","Liberado","Liberado",219.316779706673
"Sim","Não","Liberado","Não","Liberado","Não","PDC","Não","Liberado","Liberado",204.211122251683
"Não","Não","Liberado","Não","Liberado","Não","PDC","Não","Liberado","Liberado",200.571016118207
"Sim","Liberado","Liberado","Não","Liberado","Não","PDC","Não","Liberado","Liberado",212.916988462541
"Não","Liberado","Liberado","Não","Liberado","Não","PDC","Não","Liberado","Liberado",211.707264746647
"Sim","Sim","Sim","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",249.475868855242
"Não","Sim","Sim","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",246.706006028784
"Sim","Não","Sim","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",228.269863379447
"Não","Não","Sim","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",229.999499597049
"Sim","Liberado","Sim","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",231.735292132258
"Não","Liberado","Sim","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",236.320802825545
"Sim","Sim","Não","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",213.708874864285
"Não","Sim","Não","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",211.615057216829
"Sim","Não","Não","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",188.880686768618
"Não","Não","Não","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",187.848526381738
"Sim","Liberado","Não","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",198.017411904762
"Não","Liberado","Não","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",198.710978175435
"Sim","Sim","Liberado","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",235.093283333992
"Não","Sim","Liberado","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",233.995960020039
"Sim","Não","Liberado","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",213.114370880365
"Não","Não","Liberado","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",214.99493391412
"Sim","Liberado","Liberado","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",220.339396364407
"Não","Liberado","Liberado","Liberado","Liberado","Não","PDC","Não","Liberado","Liberado",225.091761113989
"Sim","Sim","Sim","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",333.124261333492
"Não","Sim","Sim","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",323.658863540686
"Sim","Não","Sim","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",281.437932223923
"Não","Não","Sim","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",283.294770706058
"Sim","Liberado","Sim","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",288.348438398174
"Não","Liberado","Sim","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",293.105550291367
"Sim","Sim","Não","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",272.818817468503
"Não","Sim","Não","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",266.315253637215
"Sim","Não","Não","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",235.909207738371
"Não","Não","Não","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",233.940833021381
"Sim","Liberado","Não","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",244.285830739523
"Não","Liberado","Não","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",244.028285245163
"Sim","Sim","Liberado","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",299.382852280062
"Não","Sim","Liberado","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",293.631988616685
"Sim","Não","Liberado","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",256.504462956979
"Não","Não","Liberado","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",258.437471636757
"Sim","Liberado","Liberado","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",265.086495554091
"Não","Liberado","Liberado","Sim","Sim","Sim","PEC","Não","Liberado","Liberado",269.73920488507
"Sim","Sim","Sim","Não","Sim","Sim","PEC","Não","Liberado","Liberado",299.179243456985
"Não","Sim","Sim","Não","Sim","Sim","PEC","Não","Liberado","Liberado",286.721151554074
"Sim","Não","Sim","Não","Sim","Sim","PEC","Não","Liberado","Liberado",257.115575820765
"Não","Não","Sim","Não","Sim","Sim","PEC","Não","Liberado","Liberado",254.529201423637
"Sim","Liberado","Sim","Não","Sim","Sim","PEC","Não","Liberado","Liberado",265.378729313664
"Não","Liberado","Sim","Não","Sim","Sim","PEC","Não","Liberado","Liberado",265.123261009726
"Sim","Sim","Não","Não","Sim","Sim","PEC","Não","Liberado","Liberado",239.032138001557
"Não","Sim","Não","Não","Sim","Sim","PEC","Não","Liberado","Liberado",230.542745736968
"Sim","Não","Não","Não","Sim","Sim","PEC","Não","Liberado","Liberado",207.172592058541
"Não","Não","Não","Não","Sim","Sim","PEC","Não","Liberado","Liberado",201.799233518537
"Sim","Liberado","Não","Não","Sim","Sim","PEC","Não","Liberado","Liberado",217.431816220332
"Não","Liberado","Não","Não","Sim","Sim","PEC","Não","Liberado","Liberado",213.217769585089
"Sim","Sim","Liberado","Não","Sim","Sim","PEC","Não","Liberado","Liberado",266.534013324144
"Não","Sim","Liberado","Não","Sim","Sim","PEC","Não","Liberado","Liberado",258.773848143255
"Sim","Não","Liberado","Não","Sim","Sim","PEC","Não","Liberado","Liberado",230.629739775109
"Não","Não","Liberado","Não","Sim","Sim","PEC","Não","Liberado","Liberado",229.160920895491
"Sim","Liberado","Liberado","Não","Sim","Sim","PEC","Não","Liberado","Liberado",240.173229214678
"Não","Liberado","Liberado","Não","Sim","Sim","PEC","Não","Liberado","Liberado",241.047410335059
"Sim","Sim","Sim","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",307.523732300889
"Não","Sim","Sim","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",300.406732046037
"Sim","Não","Sim","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",261.761350898007
"Não","Não","Sim","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",265.454641433961
"Sim","Liberado","Sim","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",269.864580459282
"Não","Liberado","Sim","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",276.243918480367
"Sim","Sim","Não","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",250.781755149251
"Não","Sim","Não","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",247.006344411474
"Sim","Não","Não","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",216.900212498101
"Não","Não","Não","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",217.735803723819
"Sim","Liberado","Não","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",226.730874037792
"Não","Liberado","Não","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",229.085868560214
"Sim","Sim","Liberado","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",277.990950278272
"Não","Sim","Liberado","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",274.912184152849
"Sim","Não","Liberado","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",238.756568185684
"Não","Não","Liberado","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",243.428328919282
"Sim","Liberado","Liberado","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",247.947790836486
"Não","Liberado","Liberado","Liberado","Sim","Sim","PEC","Não","Liberado","Liberado",255.201026295359
"Sim","Sim","Sim","Sim","Não","Sim","PEC","Não","Liberado","Liberado",283.613516589196
"Não","Sim","Sim","Sim","Não","Sim","PEC","Não","Liberado","Liberado",279.601357363944
"Sim","Não","Sim","Sim","Não","Sim","PEC","Não","Liberado","Liberado",229.006391075011
"Não","Não","Sim","Sim","Não","Sim","PEC","Não","Liberado","Liberado",235.39503136519
"Sim","Liberado","Sim","Sim","Não","Sim","PEC","Não","Liberado","Liberado",236.731217325146
"Não","Liberado","Sim","Sim","Não","Sim","PEC","Não","Liberado","Liberado",245.59580868206
"Sim","Sim","Não","Sim","Não","Sim","PEC","Não","Liberado","Liberado",238.457649816364
"Não","Sim","Não","Sim","Não","Sim","PEC","Não","Liberado","Liberado",231.287386111287
"Sim","Não","Não","Sim","Não","Sim","PEC","Não","Liberado","Liberado",200.106545986381
"Não","Não","Não","Sim","Não","Sim","PEC","Não","Liberado","Liberado",196.671446851411
"Sim","Liberado","Não","Sim","Não","Sim","PEC","Não","Liberado","Liberado",209.297119990482
"Não","Liberado","Não","Sim","Não","Sim","PEC","Não","Liberado","Liberado",206.903750078141
"Sim","Sim","Liberado","Sim","Não","Sim","PEC","Não","Liberado","Liberado",260.295073259269
"Não","Sim","Liberado","Sim","Não","Sim","PEC","Não","Liberado","Liberado",256.623974390883
"Sim","Não","Liberado","Sim","Não","Sim","PEC","Não","Liberado","Liberado",215.722295334862
"Não","Não","Liberado","Sim","Não","Sim","PEC","Não","Liberado","Liberado",218.876522526312
"Sim","Liberado","Liberado","Sim","Não","Sim","PEC","Não","Liberado","Liberado",225.311095892274
"Não","Liberado","Liberado","Sim","Não","Sim","PEC","Não","Liberado","Liberado",230.623944247745
"Sim","Sim","Sim","Não","Não","Sim","PEC","Não","Liberado","Liberado",267.08306738521
"Não","Sim","Sim","Não","Não","Sim","PEC","Não","Liberado","Liberado",254.655288695139
"Sim","Não","Sim","Não","Não","Sim","PEC","Não","Liberado","Liberado",223.889101758376
"Não","Não","Sim","Não","Não","Sim","PEC","Não","Liberado","Liberado",219.63864888014
"Sim","Liberado","Sim","Não","Não","Sim","PEC","Não","Liberado","Liberado",233.45991860007
"Não","Liberado","Sim","Não","Não","Sim","PEC","Não","Liberado","Liberado",230.74225899451
"Sim","Sim","Não","Não","Não","Sim","PEC","Não","Liberado","Liberado",211.226154851947
"Não","Sim","Não","Não","Não","Sim","PEC","Não","Liberado","Liberado",195.590226029876
"Sim","Não","Não","Não","Não","Sim","PEC","Não","Liberado","Liberado",179.271472878017
"Não","Não","Não","Não","Não","Sim","PEC","Não","Liberado","Liberado",165.407491159047
"Sim","Liberado","Não","Não","Não","Sim","PEC","Não","Liberado","Liberado",190.19157676203
"Não","Liberado","Não","Não","Não","Sim","PEC","Não","Liberado","Liberado",176.492923614489
"Sim","Sim","Liberado","Não","Não","Sim","PEC","Não","Liberado","Liberado",238.34653546887
"Não","Sim","Liberado","Não","Não","Sim","PEC","Não","Liberado","Liberado",227.562571897569
"Sim","Não","Liberado","Não","Não","Sim","PEC","Não","Liberado","Liberado",202.226484731227
"Não","Não","Liberado","Não","Não","Sim","PEC","Não","Liberado","Liberado",195.960709100581
"Sim","Liberado","Liberado","Não","Não","Sim","PEC","Não","Liberado","Liberado",212.981428261149
"Não","Liberado","Liberado","Não","Não","Sim","PEC","Não","Liberado","Liberado",208.315439809991
"Sim","Sim","Sim","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",271.604019808897
"Não","Sim","Sim","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",265.481916985886
"Sim","Não","Sim","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",224.295130891591
"Não","Não","Sim","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",227.596250353844
"Sim","Liberado","Sim","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",233.469211103248
"Não","Liberado","Sim","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",239.091198563453
"Sim","Sim","Não","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",223.368690010338
"Não","Sim","Não","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",214.135637469406
"Sim","Não","Não","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",189.368781764782
"Não","Não","Não","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",183.4955510876
"Sim","Liberado","Não","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",200.030063304473
"Não","Liberado","Não","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",195.155802590661
"Sim","Sim","Liberado","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",247.695778859923
"Não","Sim","Liberado","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",242.368257822349
"Sim","Não","Liberado","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",208.081476721584
"Não","Não","Liberado","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",209.285447370822
"Sim","Liberado","Liberado","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",218.373140764328
"Não","Liberado","Liberado","Liberado","Não","Sim","PEC","Não","Liberado","Liberado",221.683506651661
"Sim","Sim","Sim","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",284.318363255862
"Não","Sim","Sim","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",283.206170697277
"Sim","Não","Sim","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",229.865637741678
"Não","Não","Sim","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",239.089478031857
"Sim","Liberado","Sim","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",237.455983991813
"Não","Liberado","Sim","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",249.529375348727
"Sim","Sim","Não","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",240.185852846667
"Não","Sim","Não","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",235.79822146518
"Sim","Não","Não","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",202.896982350017
"Não","Não","Não","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",202.115615538638
"Sim","Liberado","Não","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",211.369689687452
"Não","Liberado","Não","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",212.074785432035
"Sim","Sim","Liberado","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",261.712389622905
"Não","Sim","Liberado","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",260.626236442165
"Sim","Não","Liberado","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",217.580011698499
"Não","Não","Liberado","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",223.281084577594
"Sim","Liberado","Liberado","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",226.936165589244
"Não","Liberado","Liberado","Sim","Liberado","Sim","PEC","Não","Liberado","Liberado",235.049592965694
"Sim","Sim","Sim","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",267.22194738521
"Não","Sim","Sim","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",258.973385361806
"Sim","Não","Sim","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",225.286881758376
"Não","Não","Sim","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",225.31617888014
"Sim","Liberado","Sim","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",233.49071860007
"Não","Liberado","Sim","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",235.49840899451
"Sim","Sim","Não","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",214.541291215583
"Não","Sim","Não","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",203.976742289465
"Sim","Não","Não","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",184.528942574987
"Não","Não","Não","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",175.689607418636
"Sim","Liberado","Não","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",194.004846459
"Não","Liberado","Não","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",185.920906540744
"Sim","Sim","Liberado","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",239.883085165839
"Não","Sim","Liberado","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",232.918483948851
"Sim","Não","Liberado","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",205.307301094863
"Não","Não","Liberado","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",203.07008781853
"Sim","Liberado","Liberado","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",214.773597958119
"Não","Liberado","Liberado","Não","Liberado","Sim","PEC","Não","Liberado","Liberado",214.597905194606
"Sim","Sim","Sim","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",271.97063314223
"Não","Sim","Sim","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",269.492046985886
"Sim","Não","Sim","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",225.528644224925
"Não","Não","Sim","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",232.374513687178
"Sim","Liberado","Sim","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",233.749744436581
"Não","Liberado","Sim","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",243.188081896786
"Sim","Sim","Não","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",226.159759707308
"Não","Sim","Não","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",221.195211712188
"Sim","Não","Não","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",193.873418128419
"Não","Não","Não","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",192.196458663716
"Sim","Liberado","Não","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",203.22749966811
"Não","Liberado","Não","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",202.965576833444
"Sim","Sim","Liberado","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",249.422128556893
"Não","Sim","Liberado","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",247.406269873631
"Sim","Não","Liberado","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",210.884226418554
"Não","Não","Liberado","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",215.327759422104
"Sim","Liberado","Liberado","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",220.291243794631
"Não","Liberado","Liberado","Liberado","Liberado","Sim","PEC","Não","Liberado","Liberado",227.12890536961
"Sim","Sim","Sim","Sim","Sim","Não","PEC","Não","Liberado","Liberado",312.610513406689
"Não","Sim","Sim","Sim","Sim","Não","PEC","Não","Liberado","Liberado",305.615331711511
"Sim","Não","Sim","Sim","Sim","Não","PEC","Não","Liberado","Liberado",276.192569355852
"Não","Não","Sim","Sim","Sim","Não","PEC","Não","Liberado","Liberado",278.260998594289
"Sim","Liberado","Sim","Sim","Sim","Não","PEC","Não","Liberado","Liberado",282.662803161361
"Não","Liberado","Sim","Sim","Sim","Não","PEC","Não","Liberado","Liberado",287.450005810856
"Sim","Sim","Não","Sim","Sim","Não","PEC","Não","Liberado","Liberado",260.494850426329
"Não","Sim","Não","Sim","Sim","Não","PEC","Não","Liberado","Liberado",255.405926445388
"Sim","Não","Não","Sim","Sim","Não","PEC","Não","Liberado","Liberado",230.781220871578
"Não","Não","Não","Sim","Sim","Não","PEC","Não","Liberado","Liberado",228.512351056548
"Sim","Liberado","Não","Sim","Sim","Não","PEC","Não","Liberado","Liberado",241.011817840984
"Não","Liberado","Não","Sim","Sim","Não","PEC","Não","Liberado","Liberado",240.659443915251
"Sim","Sim","Liberado","Sim","Sim","Não","PEC","Não","Liberado","Liberado",284.109378620891
"Não","Sim","Liberado","Sim","Sim","Não","PEC","Não","Liberado","Liberado",279.962469093573
"Sim","Não","Liberado","Sim","Sim","Não","PEC","Não","Liberado","Liberado",252.611451912316
"Não","Não","Liberado","Sim","Sim","Não","PEC","Não","Liberado","Liberado",254.411682160723
"Sim","Liberado","Liberado","Sim","Sim","Não","PEC","Não","Liberado","Liberado",262.611098953873
"Não","Liberado","Liberado","Sim","Sim","Não","PEC","Não","Liberado","Liberado",267.11402985348
"Sim","Sim","Sim","Não","Sim","Não","PEC","Não","Liberado","Liberado",282.276458361468
"Não","Sim","Sim","Não","Sim","Não","PEC","Não","Liberado","Liberado",272.05113278243
"Sim","Não","Sim","Não","Sim","Não","PEC","Não","Liberado","Liberado",248.54902567298
"Não","Não","Sim","Não","Sim","Não","PEC","Não","Liberado","Liberado",246.156837130194
"Sim","Liberado","Sim","Não","Sim","Não","PEC","Não","Liberado","Liberado",257.98070997174
"Não","Liberado","Sim","Não","Sim","Não","PEC","Não","Liberado","Liberado",257.787427522144
"Sim","Sim","Não","Não","Sim","Não","PEC","Não","Liberado","Liberado",229.354926532115
"Não","Sim","Não","Não","Sim","Não","PEC","Não","Liberado","Liberado",222.378224344115
"Sim","Não","Não","Não","Sim","Não","PEC","Não","Liberado","Liberado",197.878798024079
"Não","Não","Não","Não","Sim","Não","PEC","Não","Liberado","Liberado",192.038983928519
"Sim","Liberado","Não","Não","Sim","Não","PEC","Não","Liberado","Liberado",212.005365995393
"Não","Liberado","Não","Não","Sim","Não","PEC","Não","Liberado","Liberado",207.474502693484
"Sim","Sim","Liberado","Não","Sim","Não","PEC","Não","Liberado","Liberado",255.152758798779
"Não","Sim","Liberado","Não","Sim","Não","PEC","Não","Liberado","Liberado",248.986597980195
"Sim","Não","Liberado","Não","Sim","Não","PEC","Não","Liberado","Liberado",224.517264419921
"Não","Não","Liberado","Não","Sim","Não","PEC","Não","Liberado","Liberado",222.986428873636
"Sim","Liberado","Liberado","Não","Sim","Não","PEC","Não","Liberado","Liberado",237.091038145204
"Não","Liberado","Liberado","Não","Sim","Não","PEC","Não","Liberado","Liberado",237.886202598919
"Sim","Sim","Sim","Liberado","Sim","Não","PEC","Não","Liberado","Liberado",291.131621014896
"Não","Sim","Sim","Liberado","Sim","Não","PEC","Não","Liberado","Liberado",286.09212041725
"Sim","Não","Sim","Liberado","Sim","Não","PEC","Não","Liberado","Liberado",256.037027734349
